title,story
욕망이라는 것에 대하여,"*
'성애'의 마음을 지닌 선배 김선진 ♥ '순애'의 마음을 지닌 후배 전우승

""전 선배의 모든 작품을 소유할 겁니다!""
""선배 좋아해요!""
""사겨주실 건가요?!""
""오늘부터 1일!!""
라고 농담처럼 말했지만
진짜 사랑일지도 몰라…

*
동갑내기 김재희 X 강범철의 쌍방삽질 티격태격 배틀연애

""네 룸메들은 아냐? 니 술 버릇?""
""내 술 버릇 그거 아니거든?!""
""너 그럼 제정신에 남의 몸 더듬는 거냐?""
""뭐? 아니야! 네 몸이 너무 예뻤…""
""퍽!""
""내 드로잉에 도움이 될 것 같…""

--------------------------------
*외전 최초 공개*
*매주 목요일 00시에 연재됩니다.*
*본 작품은 15세 이용가로 수정한 개정판입니다.*"
가깝고도 먼,"새 학기가 된 첫날, ‘시온’은 혼자가 되지 않기 위해 
불량한 ‘현성’의 비위를 맞추며 그의 무리에 끼고자 노력하고.
자신과 달리, 현성에게 찍혀 괴롭힘을 당하지만 전혀 아랑곳하지 않고 
혼자서도 당당한 ‘정우’의 모습을 보며 강한 동경심을 느낀다.

하지만 가까이 다가가고 싶어도 냉랭한 정우의 태도와
자신의 치부마저 꿰뚫어 보는 듯한 그의 눈빛에 
시온은 그를 멀리서 바라볼 수밖에 없다.

그러던 중 언제나와 마찬가지로 혼자서 쓸쓸히 보내던 시온의 생일 날, 
엄마와 따로 떨어져 지내던 그는 앞으로 함께 살 수 있단 연락에 뛸 듯이 기뻐하며
입주 가정부인 엄마를 따라 유명한 화가인 ‘화선’의 집에 들어가게 된다.

하지만 두근거리는 설렘도 잠시,
문을 열자 시온의 앞엔 그토록 피하고 싶었던  최정우가 서 있는데…?!"
여명전야,"[베일에 싸인 남자, 그를 숨겨준 남자, 모든 걸 지켜보는 남자. 세 남자의 순정과 욕정]

홍콩에서 가장 흉악한 곳, 구룡성채에서 약방을 운영하는 웨이징. 조직의 의뢰로 마약 제조를 병행하며 살아가는 그에게 조직의 구역 보스 리우위가 찾아와 의문의 사내를 잠시 보호해달라는 부탁을 하고 돌아간다. 고향은 어딘지, 정체가 무엇인지, 왜 이곳으로 왔는지, 아무 것도 알 수 없는 사나이 자오옌. 둘만 남은 상황에서 웨이징과 자오옌은 서로에 대한 호기심을 다른 감정으로 키워가고, 웨이징과 은밀한 관계였던 리우위는 어쩐지 묘한 방향으로 발전되는 둘의 사이에 미묘한 감정을 느끼게 되는데..."
사마달 천하공적 컬렉션,"<사마달 천하공적 컬렉션> 작품구성

1. 지옥자경단 [개정판]
2. 수라삼천 [개정판]
3. 곤 [개정판]"
혼약,"""폐하의 명이시다! 상약직장은 사약을 들고 나오라!"" 

한순간의 충동으로 곧 참수당할 죄인의 사약에
고통을 덜어주는 마비산을 섞은 온수영. 
그에 죄인은 은혜를 반드시 갚겠다는 말과 함께 사약을 들이킨다.

열두 번의 도끼질로 끝난 지독한 처형을
무감한 눈으로 지켜보던 황제는 마치 감정이 없는 사람 같았다.

형장에서 돌아온 후 밤새 악몽에 시달린 온수영. 
그런데 다음날 아침, 이상하게 몸이 개운하다?

하나는 상약국의 일개 직장, 다른 하나는 천하를 호령하는 황제.
이 둘 사이에 대체 무슨 일이 있었을까?

그웬돌린 작가 화제의 소설 <혼약>, 전격 웹툰화!"
신데렐라의 남자,"꿈인가 싶어...

뜨겁게 사랑했다 부서져버린 첫사랑...
그렇게 긴 시간이후 만난 두사람
 
부잣집 무남독녀였던 이신아는
이제 재투성이 신데렐라처럼
힘들게 하루하루 살아가는 처지.
그런 그녀 앞에 보란 듯이 성공한
서건우가 나타난다.

과거의 복수를 다짐하며 건우는
신아를 가정부로 고용하는데-

(해당 작품은 15세이용가로 개정된 '개정판' 작품입니다.)"
거부할 수 없는 운명,"쌍생아로 태어나 병약한 오라비를 위해
자신을 감추고 살아온 자하국의 공주, 자설란.
아버지인 왕 혜조의 일방적인 부마 간택이 달갑지 않으면서도, 
이를 자신의 거짓된 삶으로부터 벗어날 기회로 삼는다. 

그런데 순탄할 것만 같았던 혼인은 
유일한 부마 후보 최지환의 거부로 난관에 부딪치고,
급기야 최지환은 자신의 비밀을 드러내고 만다.

“저는 저주받은 괴물입니다.
부디 이 혼사를 물러주십시오.”

자설란은 어차피 자신들에게 다른 선택지는 없다며 
도리어 최지환에게 서둘러 혼사를 진행하리라 단언한다.
하지만, 그들에겐 저주보다 더 참혹한 진실이 기다리고 있었는데…

저주에 사로잡힌 불우한 영혼 최지환, 
저주보다 더한 족쇄에서 살아남은 꽃 자설란.

기적이라는 이름의 거부할 수 없는 
그들의 운명은 어디로 향할 것인가?

제작 메이드 인 코리아"
특별직,국민청원을 해결하기 위한 특별직. 호연은 임무 수행 중 과거의 숨겨진 진실들을 알게 된다.
잘 알지도 못하면서 [BL] [개정판],"#현대물 #동거물 #다정공 #능글공 #무심수 #순진수 #할리킹 #소설 웹툰화

얹혀 살던 친구 집에서 쫒겨나고, 갈 곳 없던 추운 밤.
그런 이삭의 앞에 룸메이트의 오빠라는 사람이 찾아와서 이번엔 자기랑 같이 살잔다?!
잘생긴데다 돈도 많아서 모든 게 완벽해 보이는 이 남자 최서준.
아쉬울 것 없는 그가 왜 이삭에게 관심을 보이는 걸까?

깊이 없는 외로움, 다정한 위로가 공존하는 BL드라마."
접근금지,"'한 사람에게 전부를 거는 실수는 이제 하지 않을 거야.' 
공사 구분 철저한 송 대리 제대로 임자 만났다?! 
개인 실적 1위 팀 실적 1위 능력 만렙 윤주의 단 한 가지 철칙. 
일과 사생활을 철저히 분리하는 것. 
그런 윤주 앞에 우연히 재희가 나타난다. 
동질감으로 시작한 마음은 점점 다른 방향으로 발전하기 시작하면서 윤주의 철칙마저 흔드는데... 

'너의 가시까지 귀여워서...' 
말 한마디면 남녀불문 무장해제, 마성의 '언니' 해선은 평소 윤주에게 호감을 보이던 선태가 마냥 가볍게 보이지는 않는다. 
보일 듯 말 듯한 이 남자의 속마음은 어디까지 진실일까? 

얼기설기 얽힌 네 남녀의 오피스 로맨스!"
묵검향 강호대형 컬렉션,"2022 신년을 여는 새해 최신작UP
(본 작품은 개정판으로, 일부 편집되거나 삭제된 부분이 존재합니다)

※수록작품
1. 용혈진천하(신작)
2. 월풍 1,2부
3. 도둑전설
4. 독표무적 1,2부"
바람이 머무는 자리 [BL],"'잊지 마, 내가 황자를 없애야 한다는 사실을…'

천년을 살아온 요괴를 죽인 영웅은 그 대가로 요괴의 저주를 받게 된다. 
그것은 바로, 흉(凶)을 지니고 태어난 자손에 의해 가문의 씨가 마르게 될 거라는 저주였

다.
그 이후, 수많은 자손 중 흉을 지닌 아이만 죽여 애써 평화를 누렸으나, 
기어코 이번 대에는 흉을 지닌 채 태어난 황자만이 유일한 자손이었다.  
다음 자손이 태어나기까지 저주받은 황자는 죽일 수 없는 노릇…
황자를 감시하기 위해 궁으로 들어간 '나라'는 황자 '타사라'와 마주한다.
황자의 자리를 대신할 자가 태어나면 즉시 죽여야만 하건만, 
나라는 타사라의 곁에서 흔들리기만 하는데…"
남친 없음(+남친 있음),"“도대체 우리 아빤 누굴까?”
싱글맘이 되어 돌아온 효주, 친아빠가 누군지 알고 싶은 딸 고담.
<남친있음> 이후 10년이 넘는 시간 동안, 효주에게는 무슨 일이 있었을까?
고담이는 아빠의 정체를 밝혀낼 수 있을까?

<치로>, <건강합니다!>의 백혜경 작가가 선물하는 
아름답고 강렬한 로맨스의 결정판!
많은 독자의 마음을 흔들었던 <남친있음>의 후속 이야기, <남친없음>!


*백혜경 작가의 <남친> 시리즈, 그 끝까지 함께 해주세요!

1. <남친있음>
서류상 남매의 위험하지만 지독한 로맨스, 카카오페이지에서 서비스 중!

시즌1 1화~33화 / 시즌2 1화~33화 / 시즌3 1화~47화 + 외전 1~2화

2. <남친없음>
엄마가 숨긴 아빠의 비밀을 찾는 딸의 이야기, 카카오페이지에서 연재 시작!"
파트너의 영역 ∼바이 앤 하이~[BL],"※파트너의 영역 ∼바이 앤 하이~(일반판)입니다.

[ <파트너의 영역> 프롤로그 대공개! ]
https://youtu.be/CEmj6OcIdxA

서로의 영역을 침범하는 세 남자의 거부할 수 없는 거친 로맨스.
헤어지고 다시 만나기를 반복해온 이이제와 신진기. 이이제는 계약결혼을 한 유부남 신진기와 함께 살게 되지만 과거, 자신은 호모가 아니라며 그만하자고 말했던 제멋대로인 신진기를 떠올린다.  
한편, 소울브러시에서 매니저로 일하고 있는 이이제 앞에 새로운 오너 이척이 등장하고, 그의 카리스마 있는 모습에 신진기는 불평을 하게 되는데….
(원작:김다윗)"
제왕의 꽃,"20살의 봄, 운명의 남자를 만나 사랑에 빠지고 싶은 평범한 대학생 한송이.
새로 새관한 체육관에서 운동을 하고 개운하게 샤워실에 발을 내딛는 순간,
남자의 알몸이 떡하니 사우나실에서 나오는데… '헉? 저건 황제왕?!'

이름만큼이나 완벽한 삶을 살아가고 있는 한국대 최연소 교수 황제왕. 
어느 날 샤워실에서 알몸으로 마주친 한송이로 인해 그는 난생처음 엄청난 혼란에 빠지고 마는데…

자체발광 교수님과 엉뚱매력 그녀의 단짠단짠 캠퍼스 스캔들!"
비즈니스 퍼포먼스,"소위 망돌(망한 아이돌) 중 하나였던 ‘판토텐산’의 전직 리더 ‘정 린’.
아이돌 계약이 끝난 후 3년이나 흐른 뒤, 아이돌이 아닌 평범한 백수로 지내던 어느 날.
판토텐산의 막내였으며, 현재는 20대 라이징 배우로 이름을 알리는 ‘연서호’가 린을 찾아온다.

“이거 형이 쓴 거 알아요.”

린에게 소설책 한 권을 들이밀면서 특유의 우아한 얼굴로 제안하는 서호.

“이거 형이 쓴 거면, 영화화 판권도 줄 생각 있죠?”
“뭐……?”

린은 끝끝내 거절하지만, 서호의 고집을 꺾는 것은 여간 어려운 일이 아니었다.
그런 서호에게 린은 제안을 하게 되는데…

“앞으로 다섯 번…….”
“다섯 번?”
“나랑… 데이트를 해주면 좋겠는데.”

“네가 연기를 꽤 잘한다는 건 알긴 하는데, 내가 직접 확인해보지 않으면 안 되겠어서.”"
버닝 이펙트,"""죄를 지은 자, 죄질의 경중을 막론하고 사형에 처한다.""

인구 수 폭증과 범죄율 증가로, 정부는 특단의 법을 내놓는다.
'범죄자는 이유 불문하고 처단'.

길거리에 침만 뱉어도 죽을지 모르는 도시에서
시민들은 불안함에 시달리고 이를 두고 볼 수 없었던
자들이 혁명을 일으킨다.

혁명단 <제볼트>의 '버너'.
정부의 검, 관리자 '그레이트'.

이 둘을 중심으로 점점 번져가는 정부와 혁명단의 싸움.
법을 집행하는 자와 세상을 뒤엎으려는 자들의
치열한 전쟁이 시작된다.

과연 버너 일행은 강력한 관리자들을 꺾고
즉결 처형 제도를 무너트릴 수 있을 것인가?!"
메리! 메모리 [BL],"#판타지물#치유물#다정공#무감정공#요정수#적극수

인간들의 감정에서 결정을 얻는 <메모리즈 컴퍼니〉소속 포츠는
특별관리대상인 무감정 테사의 감정 결정을 수거하라는 미션을 받고
그를 찾아가지만 되려 자신의 정체를 들켜 덜컥 비밀계약을 해버리고 만다.
테사의 계약 조건은 ＂사랑이 하고 싶어요＂?!"
사라사 [컬러판],"클라이맥스로 치닫는 <사라사> 시즌3 
류량 작가님의 <사라사>가 올컬러로 돌아왔습니다!!

신라로 회귀한 아리와 세 남자의 판타지 로맨스!! 
법민, 자윤, 미사흘 중 아리의 가슴에 꽃을 피울 자는 과연 누구? 

짝사랑하지만 늘 심하게 거절만 당하는 지해는 승휴의 생일날 
이벤트를 준비하지만 역시 심한 모욕을 받고 계단으로 떨어진다. 
하늘나라로 올라간 지해는 지해의 사연을 듣고 불쌍히 여기는 
감은장 애기님의 도움으로 다시 처음으로 돌아가 사랑을 
바로 잡을 수 있는 기회를 얻게 되지만 지해가 간 곳은 
천 년 전 신라시대의 아리의 몸인데… 

법민과의 사랑을 확인한 아리는 휘몰아치는 음모에 빠지는데…"
우리형은 존잘님,"최정상 아이돌 그룹 ‘러버유’의 막내 ‘수려준’은 
팬이 선물한 책을 읽게 된다. 
그런데 그 책은 러버유 멤버들을 상대로 쓴 팬픽! 

처음에 놀랐지만 팬픽의 마력에 려준은 점점 빠져들게 되고…
려준은 호기심에 예고 시절 문예창작과였던 전공을 살려 
직접 러버유 팬픽을 써보게 된다.  
그런데 예상밖으로 팬픽은 뜨거운 반응을 얻게 되고… 
아이돌인 자신이 직접 팬픽계의 금손 연성러가 된다. 

그렇게 려준이 팬픽계의 존잘로 거듭나기도 잠시….
그만 같은 멤버인 ‘박하민’에게 들키고 만다!
특히 려준이 리더 ‘강형우’에 대한 팬픽을 쓰고 있자 
형우에 대한 남모를 열등감을 가지고 있던 하민은 
려준에게 더욱 분개하는데…!

과연 려준은 아이돌과 팬픽 작가 사이에서 잘 버틸 수 있을까? 
아이돌이 진짜로 팬픽을 쓴다면? 

신개념 아이돌 BL! ‘우리형은 존잘님’!"
묵검향 용호상박 컬렉션,"(본 작품은 개정판으로, 일부 편집되거나 삭제된 부분이 존재합니다)

※수록작품
1. 자객전서 1,2부
2. 십만대적검 1,2부
3. 벽력검제
4. 도편수 1,2부"
유리의 성,"""앞으로 나리의 첫 딸들만이
우제국을 지배할 수 있게 되노라.""

선황의 실정으로 힘없는 황제가 된 유리는 황권을 다지고,
황후 재서의 권력을 꺾어버리고자 한다.

4왕들의 아들을 후궁으로 삼아 인질로 잡고 황후 편에 선 귀족을 끌어오기 위해,
유리는 후궁선발전을 선포하기로 결심한다.

4성을 둘러보던 어느날, 어머니의 반역으로 노비가 된 흑주성 왕자 도하를 만나고, 
유리는 엉망이 된 꼴로 사랑을 말하는 그에게 흥미를 느끼게 되는데….

과연 유리는 그녀의 바람대로 강력한 황제가 될 수 있을까?

황제 유리와 그녀를 둘러싼 피바람 부는 황궁 암투가 시작된다!"
하렘생존기,"17세기 오스만 제국,
왕궁 하렘에 끌려온 기독교인 노예 나스챠와 아샤.
같은 날 왕궁에 팔린, 출신은 다르지만 똑같은 빨간 머리카락을 가진 두 소녀.
 
""날 배신한 건 당신이에요.""
""너는 정말로 나를 미워했구나...""
 
그녀들의 우정과 음모와 사랑, 그리고 욕망 이야기.
 
*이 이야기는 역사적 사실을 모티브로 하였으나 실제 역사와는 다른 픽션입니다."
꿈 같은 거짓말,"사람의 마음을 조종하고, 가까운 미래를 볼 수 있는 초능력자 우해서는 자신의 장점을 살려 스피치 학원 강사로 일하던 중, 일면식도 없는 남자와 관계를 갖는 꿈을 꾸기 시작한다. TJ그룹 본사에서 리더십 교육 강연을 제안받은 해서는 예지몽을 통해 TJ그룹 로비에서 대형 참사가 일어난다는 사실을 알고 능력을 사용해 사고를 막는다. 그러나 과한 능력 사용의 부작용으로 인해 화장실을 찾았던 해서는 TJ그룹의 막내아들 차도혁에게 민망한 장면을 들키고 마는데…

#현대판타지 #리맨물 #이능력물 #재벌공 #능력공 #능글공 #후회공 #미인수 #다정수"
알아채기 쉬운,"#사내연애 #리맨물 #재벌공 #연하공 #능글공 #계략공 #집착공 #불도저공
#얼빠수 #연상수 #눈치빠르수 #조용히살고싶수 #능력수 #외유내강수

전무의 아들이 입사를 했단다.
신입사원은 겨우 4명인데 전무랑 같은 성을 가진 사람은 한 명뿐.

모두들 잘 보이려고 난리가 났는데 나 혼자 이상한 점을 알아챘다.
전무 아들보다는 같이 입사한 조용한 직원 한 명이 유독 눈에 밟힌다.


*


""선배는.""
""응?""
""후배한테 권위의식이 없으시네요. 커피 좀 타 오라고 하면 후배들은 다 타올 텐데요.""
""아? 뭐 이런 걸로 권위 같은 거 내세우기엔 좀 그래 나는. 뭐.""

아무것도 아니라는 듯이 고개를 절레절레 흔들자 서이학은 낮게 웃었다.

""지욱씨가 박 전무님 아들이라서 그러시는 거예요?""
""전무님 아들이라서 챙겨주는거면 내가 이학씨 커피는 왜 타주겠어? 그냥 이게 맘이 편해 나는.""
""선배는 정말 좋은 분 같으세요.""

나는 좋은 낯으로 웃어 보이며 탕비실을 나섰다. 속으로 낮게 웃으면서.

야. 내가 좋은 분이라서가 아니고.

새끼야. 서이학 네가 회장 아들이잖아."
야설록 무쌍난무 컬렉션,"<야설록 무쌍난무 컬렉션> 작품 구성

1. 백야흔 [개정판]
2. 투사지몽 [개정판]
3. 탈마귀 [개정판]
4. 항룡유희 [개정판]
5. 사자무명 [개정판]"
묵검향 파죽지세 컬렉션,"묵검향 6월 신작 <야수의 땅> 오픈UP!
(본 작품은 전연령으로 개정된 개정판으로
일부 편집되거나 수정된 부분이 존재합니다.)

※수록작품
1. 야수의 땅(NEW)
2. 일검진천
3. 신룡전설
4. 무적벽가"
홀딩룸 [BL] [개정판],"#다정공 #능글공 #존댓말공 #경호원공 #까칠수 #냉혈수 #츤데레수 #소설가수 #은근귀엽수

수려한 외모와 뛰어난 필력으로 주목받는 작가 한재화.
며칠 전부터 시작 된 스토킹에 경호원을 고용하게 된다.

누가 봐도 반할 법한 외모의 경호원 성태경.

＂앞으로도.... 이렇게 가끔 만나지 않을래요?＂

태경은 재화에게 위험한 만남을 제안하는데..!"
크로스 더 라인,"16세, 방화 존속 살인으로 12년형을 받은 은하연. 
그녀는 12년만에 출소하자마자 의붓 아비의 사채 빚으로 조직의 상무, 지태만에게 끌려간다. 
하지만 상품 가치가 떨어진다는 이유로 지태만은 은하연을 집으로 데려가고, 두 사람의 동거가 시작된다. 
자신을 돌보지 못했던 두 사람이 서로를 돌봐가며 작은 빛을 찾아가는 이야기."
묵검향 무명계 패키지,"Trick or 무협! 
10월 할로윈을 기념한 묵검향 특별 컬렉션 출두!
(본 작품은 개정판으로, 일부 편집되거나 삭제된 부분이 존재합니다)

※수록작품
1. 무명계
2. 전륜마도 1,2부
3. 천하신탐
4. 소오진천하"
네 곁에도 어쩌면,"“죽은 사람, 지금 네 주변에 있어.”

평범한 여고생 미율의 운명에 예정되어 있던 버스 사고. 
그 사고를 예견한 같은 학교 학생 박하영의 도움으로 미율은 가까스로 버스 사고를 피하게 된다. 하지만 그에 대한 대가인지 ‘누군가’의 투신을 목격하게 되고 이후, 미율은 투신했던 귀신 때문에 악몽에 시달린다. 결국 자신에게 버스 사고를 피할 수 있게 도와준 하영에게 다시 도움을 청하게 되고 ‘귀신’의 진실을 알게 된 미율은 귀신보다 더 무서운 사람들의 냉혹함에 씁쓸해진다. 
“내가 신내림 받은 무당이야.”
하영의 뜻밖의 고백! 그리고 귀신을 볼 수 있게 된 미율의 앞날은?!

ⓒ 윤지운 2021 / 서울미디어코믹스"
입술이 닿기까지 [BL],헤어진 연인이 어느날 같은 직장에 나타난다면? 둘의 관계를 오직 서로만 알고 있다면? 그 연인이 가장 친한 친구의 동생이라면? 그 직장이 둘의 추억이 가득 묻어있는 학교라면? 모교의 교사가 되어 다시 만난 두 남자! 미련으로 똘똘 뭉친 두 남자의 교내 연애사.
야설록 살수대협 컬렉션,"<야설록 살수대협 컬렉션> 작품 구성

1. 살수대협 [개정판]
2. 귀환살수 [개정판]
3. 무적귀 [개정판]
4. 자객전성시대 [개정판]
5. 혈로법행 [개정판]"
프로젝트 S,"코스메틱 회사에서 일하는 승아는 최근 서진호텔에서 개최한 호텔 어메니티 공모전에 팀 프로젝트로 참여하나 예선에서 떨어지고 만다. 
이 공모전에 사활을 건 승아와 회사 사람들은 몹시 아쉬워하며 어떻게 해서든 서진호텔의 관계자를 만나보자는 데 의견이 모아지고, 
승아가 서진호텔의 후계자인 서준형과 대학교 선후배 사이라는 걸 알게 되어 무작정 승아의 등을 떠민다. 

사실 승아는 대학교 때 준형을 짝사랑하여 고백까지 했지만 무참히 차였던 아픈 기억을 가지고 있던 터라 내키지 않지만 
회사를 위해 용기를 내 준형에게 연락을 한다. 
당연히 거절당할 줄 알았지만 의외로 준형은 순순히 만남에 응해주고, 
드디어 만나게 된 당일 승아를 매우 반기던 준형이 서진호텔 공모전 이야기를 꺼내자 돌연 까칠하게 굴며 
'승아 너 때문에 떨어진 것이다'라는 막말을 하는데?! 

세상부러울 것 없어 보이는 미남 재벌 후계자가 도대체 나에게 왜 이럴까?!! 
경쾌하고 발랄한 승아의 코스메틱 로맨스를 기대해주세요!"
같은 공기 마시기,"""너 같은 놈이랑은 같은 공기도 마시고 싶지 않아!""

…라고 말했던 전(前) 의붓형제와 10년 만에 동거를 하게 된 해신.
틈만 나면 집안 살림을 때려 부수는 상헌과
요리 하나는 기가 막히는 변태 해신의 좌충우돌 동거 로맨스!
과연 두 사람은 같은 공기를 마시며 평안하게 살아갈 수 있을까…?"
귀혼식 [BL],"“그동안 너희가 누려온 것들이 있지 않느냐?!!” 
명문 정치가의 장남 온해강과 재벌가의 장남 사계온, 
이 두 남자에게 떨어진 가문의 명령은 어이상실, 황당무계하게도 혼인!! 
어딜 봐도 온해강과 사계온은 대한민국의 건장한 남자!! 
그런데 둘이서 혼인이라니!!! 
이천 년 전 두 가문이 저지른 업보로 인해 26년마다 치러지는 
<귀혼식>의 주인공이 된 온해강과 사계온. 
과연 그들의 운명은…?

<귀혼식 외전>
가문에서 되풀이되던 <귀혼식>을 무사히 치른 온해강과 사계은. 오해 속에 서로 멀어졌던 마음이 다시 합쳐지게 되고, 가문의 강요가 아닌 서로의 의지로 사랑을 시작하게 되는데… <귀혼식> 본편에서 못다 푼 계은&해강의 러브스토리♥"
온:초점 [GL],"키 크고 잘생긴 직장인 수지는 아직도 첫사랑을 잊지 못한다.

고교 동창을 좋아했던 수지는
소라의 글 솜씨에 흥미를 가지며 점점 사랑에 빠지게 되었고,
그런 자신이 주변 사람과는 다른 성 지향성을 가지고 있음도
자연스럽게 깨닫게 된다.

서로의 다른 매력에 끌리며 특별한 친구 사이로 지내던 둘은
어찌 된 일인지 고교 졸업 후 한참 연락하지 않은 채
지내는 사이 각자 사회인으로서도 자리를 잡게 되었다.

수지는 어엿한 회사원이 되었고,
소라는 이제 데뷔를 앞둔 드라마 작가가 되었다.
그리고 두 사람은 치열하게 살아오면서
잊고 있던 서로를 떠올리게 된다."
야설록 고검독보행 컬렉션,"<야설록 고검독보행 컬렉션> 작품구성

1. 취국 [개정판]
2. 고검독보행 [개정판]
3. 대마군 [개정판]
4. 나락검 [개정판]"
그림자 왕관,"차원이동 한 주인공이 로윈의 왕자 다니엘에게 비오는 날 주워지며 시작되는 이야기.
주인공은 다니엘에게 라엘이라는 이름을 받고 그림자 왕자로서 살아가게 된다.
라엘은 어느 날, 제국의 황제 레온하르트를 만나게 되는데...."
야설록 무협지존 컬렉션,"<야설록 무협지존 컬렉션> 작품구성

1. 살수검존 [개정판]
2. 묵천 [개정판]
3. 와룡봉추 [개정판]"
밥만 잘 사주는 이상한 이사님,"네 번째 생을 살고 있는 유담은 몇 백 년 전 어떤 아이에게 설동백이라는 이름을 지어준 뒤 신의 목소리를 들었다. 신은, 동백이 ‘신의 아이’라고 했고, 그런 아이에게 이름을 지어준다는 것은 곧 신의 것을 탐내려 했다는 것. 그것이 민유담의 죄였다. 첫 번째의 생은 이름을 지어준 이후부턴 기억나지 않는다. 그리고 다시 깨어난 두 번째 생과 세 번째 생 모두 동백을 ‘사랑’하는 일은 죄다 실패했다. 그리고 네 번째 생에서 마주친 ‘설동백’은……. 남자였다."
"적의 심장, 그를 가지다[BL]","*적의 심장, 그를 가지다(개정판) 입니다

원수의 가슴 속으로 빠져들게 되는, 그 거부할 수 없는 유혹! 

새 왕조를 세운 일등공신, 그의 이름은 피의 폭군 '이겐'. 세상이 두려워하는 그의 잔인함은 십 여년 전의 복수로 아즈쿤 가를 몰살시키기에 이른다. 반면에 하루아침에 반역자로 몰린 아즈쿤 가의 유일한 생존자 '카산'은 자신의 질긴 목숨을 원망하며 고통스러워 하는데… 가족을 몰살시킨 장본인이 이겐이라는 것을 아직 모르는 카산은 그의 목욕 시중을 드는 노예가 되고, 냉혈한인 줄로만 알았던 이겐에게서 알 수 없는 매력을 느끼며 그에게 점점 빠져들게 된다."
데뷔를 피하는 방법,"한국예고 실용무용과 졸업생, 하현.
PD 삼촌의 간곡한 요청으로
아이돌 오디션 프로그램 <서바이벌 ID>의
대타로 참여하게 되었다.

본래의 계획대로라면
""통편집"" ""투명인간"" ""광탈""의 엔딩을 맞이해야 하지만,
팬들의 도움(?)으로 매 스테이지마다 살아남게 되는데…

'삼촌, 저 하차하고 싶어요… ㅠㅠ'

한때 몸이 부서져라 춤을 사랑했었으나
그 꿈 모두 버린 채 살아가던 하현.
포기하니까 자꾸만 데뷔가 눈앞으로 다가오는 현실 대체 무엇?

""선배, 저 선배 춤 좋아해요.""

게다가 하현의 과거를 알고 있는 참가자 '지구'는
대체 어디서 온 거람?!
(이름이… '지구'라고? 화성 옆에 그 지구 말하는 건가?)"
말단 병사에서 군주까지 [무빙툰],"웹툰, 애니메이션이 되다! 
웅장한 음악과 사운드! 카리스마 넘치는 목소리!
웹툰을 즐기는 또하나의 방법! 
시간순삭!!!! 무빙웹툰!!!!

말단 병사에서 군주까지

***

'가동되지 않은 아티팩트는 오염되면 심각한 오작동을 일으킨다고 했던가? 후후… '
'내 위장 속에서 똥 범벅으로 오염이나 돼 버려라'
...
39세의 용병 크리스는 15세때 오른팔을 잃고 악착같이 전쟁터에서 살아오다 신비한 물질 아티팩트를 노리는 산적의 습격을 받아 자신의 남은 팔마저 잘린채로 절벽 아래로 떨어진다. 
절벽에 떨어지는 순간 아티팩트를 삼켜버린 크리스는 신비한 힘에 이끌려 15세 말단 병사시절로 다시 돌아가게 되는데...

***

제작 : Toonimotion (투니모션)
감독 : 여성재
프로듀서 : 조규석
성우 : 최결, 이명호, 홍후백, 김성화, 백승철, 김현수, 신경선, 나은혁"
내 약혼자는 꽃미남 [BL],"#꽃미남공#재벌3세공#다정공#얼빠수#가출이_취미수#미남이_좋수#돈이좋수#계약#동거#학원물

＂안녕? 난 김민재야. 너랑 동갑인 18살＂

가출 일주일 후 집으로 돌아온 우주에게
갑자기 찾아온 약혼자.

＂뭐? 약혼자란 게 여자가 아니라 남자였어?＂

저런 꽃미남이 내 약혼자라니...
너무... 너무... 게이득이잖아?

이우주. 18년 차 게이 인생 꽃이 피다."
그녀의 심청 [GL],"[그녀는 왜 공양미를 대신 내준다고 했을까?]
심청전의 장 승상 부인은 왜 청이한테 공양미 300석을 대신 내준다고 했을까? 장 승상 부인이 청이에게 그토록 마음을 쓴 이유는 뭘까? 그리고 청이는 왜 그걸 거절하고 인당수로 갔을까? 소외 계층 여성인 심청과 상류 사회 여성인 장 승상 부인, 두 여성의 연대와 사랑이 아름답고 섬세하게 펼쳐진다."
아무것도 하고 싶지 않아,"26살의 봄, 오늘 부터 아무것도 하지 않기로 결심했다."
그 뱀파이어를 모시는 법,"날카로운 이, 입가의 피…
한 눈에 봐도 범상치 않아 보이는 귀족 리디안은
소매치기범인 알렉을 경찰에 넘기는 대신
자신의 저택으로 초대한다.
알렉은 이리저리 자신을 휘두르는 리디안에게
장난끼가 발동해 키스를 하려는데…

""내가 사기꾼에 도둑놈인 걸 그새 까먹었나? 무슨 일이 일어날 줄 알…""
""무슨 일은… 알렉, 당신이 더 걱정해야 할 걸요.""

#서양풍 #판타지 #뱀파이어 #귀족수 #처연수 #하인공 #댕댕공 #계약서 #위장 #반역"
바닐라 소다 스카이,"평화롭다 못해 지루한 나날을 보내고 있는 수학교사 오태하.
선정적인 온라인 썰풀기 활동으로 지루함을 견디던 어느날, 학교에 혜성처럼 신임 체육교사가 부임해 오는데...
그런데 이 체육교사, 마주치고 보니 게이 킹카로 유명했던 대학동창이었다..!!
심지어 어느 순간부터 그가 태하 곁을 부쩍 맴돌기 시작하는데...

#현대물 #미인공 #짝사랑공 #선생님 #재회 #허당수 #얼빠수


(해당 작품은 15세이용가로 개정된 '일반판' 작품입니다.)"
